,appliance,footprint
208,Projector,[ 0. -1.  0.  0.  6. 19.  0.  0.  0.  1. -1.  1.  0.  0. -1.  5.]
209,Projector,"[ 0. -2.  1. -1.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  1.
 -1.  0.  1.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  1.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  9. 20.  1.]"
210,Projector,[33.]
211,Projector,"[  9. -11.   6.  -6.  10.   0.  -1.   0.  -9.   9.   1.   0. -13.  13.
   0. -14.  -4.  -6.  -1.  26.  -6.  -5.   2.  10.   5.   1.  -1.  -4.
   4. -33.  29. -25.  17.  -1.   9.   3.  -7. -20. -11.  -2.  34.   7.
   0.   1.   0.]"
212,Projector,[]
213,Projector,[26. -2.  1. -1.]
214,Projector,"[ 0.  1.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  1.  0.  0.  1. -1. -1.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1. -1.  1. -2.  1.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  1.  0.  0.  0.  1. -1. -1.  1.  0.  1. -1. -1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1.  0.  0.  1.
  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  1.
 -1.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  1. -1.  1. -1.  1.
  0.  0. -1.  0.  1.  0.  0. -1.  1.]"
215,Projector,[3.]
216,Projector,"[  1.   0.  -1.   1.   0.  -1.   0.   0.   1.  -1.   0.   1.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   1.  -1.   1.   0.  -1.   0.
   0.   0.   0.   0.   0.   0.   0.   1.  -1.   0.   0.   0.   1.  -1.
   0.   0.   0.   1.  -1.   0.   0.   1.  -1.   0.   1.  -1.   0.   0.
   0.   0.   0.   0.   1.  -1.   0.   3.  -2.  -1.   1.  -1.   0.   1.
  -1.   1.   0.   0.  -1.   0.   0.   0.   0.   0.   0.   0.   1.  -1.
   0.   1.   0.  -1.   0.   0.   0.   0.   1.  -1.   0.   0.   0.   1.
   0.  -1.   1.   0.  -1.   1.   0.   0.   0.   0.  -1.   0.   0.   0.
   0.   1.   0.  -1.   0.   0.   0.   0.   1.   0.   0.  -1.   1.  -1.
   0.   0.   0.   1.  -1.   1.   0.   0.  -1.   1.  -1.   0.   0.   0.
   1.  -1.   1.  -1.   0.   1.   0.  -1.   1.  -1.   1.   0.   0.  -1.
   1.  -1.   1.   0.   0.   0.   0.  -1.   1.  -1.   1.  -1.   0.   1.
  -1.   1.   0.   0.  -1.   0.   0.   0.   0.   0.   1.  -1.   1.   0.
   0.   0.  -1.   0.   0.   0.   0.   0.   1.   0.  -1.   0.   0.   0.
   0.   0.   0.   0.   1.  -1.   0.   0.   1.  -1.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   1.  -1.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.  -1.   1.
  -1.   1.   0.  -1.   1.   0.   0.   0.  -1.   1.  -1.   1.   0.   0.
  -1.   0.   0.   0.   1.   0.   0.  -1.   0.   1.   0.   0.  -1.   1.
  -1.   1.   0.   0.  -1.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.  -1.   1.  -1.   0.   1.  -1.   1.   0.  -1.   1.
   5.  20.  21.  29.  19.  14.  -1.  -1.   0.   0.   0.   0.  -1.   1.
  -1.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -1.   1.   0.   0.
   0.  -1.   1.   0.   0.  -1.   1.   0.   0.  -1.   0.   1.  -1.   0.
   1.   0.  -1.   0.   0.   0.   1.  -1.   0.   0.   0.   1.  -2.   0.
   1.   0.   0.   0.   0.   0.   0.   0.   1.   0.  -1.   1.  -1.   1.
   0.   0.  -1.  -3. -19. -20. -22. -16. -22.  -4.  -1.   1.   0.   0.
   1.  -1.   1.  -1.   0.   0.   0.   0.   0.   0.   1.  -1.   1.   0.
   0.   0.   0.   0.   0.   0.  -1.   1.   0.   0.   0.   1.  -1.]"
217,Projector,[ 3. 24.  1.  1.]
218,Projector,[ -7.  12.  -5.  11.  -4.   5.   0.  -7.   8.   0. -15.   9.]
219,Projector,"[-21. -16.   1.  -1.   1.  -1.   0.  -1.   2.  -6.   5.  -8.   9. -17.
  17.  -2.  -5.   6.   0.   0. -32.  33.]"
220,Projector,[]
221,Projector,[-1. -8. 12.]
222,Projector,[ 5. -3.  2. -3.  6.  0. -1.]
223,Projector,[ 35. -43.]
224,Projector,[-15.]
225,Projector,[-13.  14.  30. -37.   6.  -8.   0.  31.]
226,Projector,[]
227,Projector,[ -1.   9.  34. -10.]
228,Projector,[ 30. -36.]
229,Projector,"[ 42.   0.   4.  -4. -11.   7.   5.  -1.  -8.   3.   8.   2. -13.  10.
 -12.   7.   6.   1.   1.   0.  -9.   5.  -4. -13.   0.]"
230,Projector,[ 2. -8.  6.  2. -2.]
231,Projector,[ 3. 13. 14.]
232,Projector,"[ 23.  -1.   1.  -1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.  -1.   1.   0.   0.  -1.   1.   0.  -1.   0.   1.   0.  -1.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.  -1.   0.   0.   1.   0.  -1.   1.  -1.   0.   0.
   1.   0.   0.  -1.   1.   0.  -1.   0.   0.   1.   0.  -1.   0.   1.
  -1.   1.  -1.   0.   1.   0.  -1.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   1.  -1.   1.  -1.   0.   0.   1.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.  -1.   0.   1.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   1.  -1.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   1.   0.  -1.   0.   0.   0.   0.
   0.   0.   0.   0.   1.  -1.   0.   0.   0.   0.   0.   0.   0.  -1.
   1.   0.   0.   0.   0.   0.   0.  -1.   1.   0.   0.   0.   0.   0.
  -1.   1.   0.   0.   0.   0.   1.  -2.   0.   1.   0.   0.   0.   0.
   0.   0.  -1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   1.  -1.
   4.   8. -42.  -1.   1.   0.   0.   0.   0.   0.  -1.   1.  -1.   1.
  -1.  31.   0.   6.  -7.  11.   2.   1.   0.  -1.   0.   0.  -4.   4.
   0.   0.   0.   0.   0.   1.   0.  -1.   1.  -1.   0.   1.  -1.   0.
   0.   0.   0.   0.   0.   1.   0.  -1.   0.   0.   1.   0.   0.   0.
 -43.  -1.  30.   1.  -1.   1.   0.  -1.   0.   0.   0.   1.  -1.   0.
   1.   0.   0.   0.  -1.   0.   1.  -1.   0.   0.   1.   0.   0.   0.
   0.  -1.   1.   0.   0.   0.   0.   0.   0.   0.   0.  -1.   1.  -1.
   0.   1.   0.  -1.   1.  -1.   0.   1.   0.   0.   0.   0.   0.   0.
   0.  -1.   1.   0.   0.   0.   0.   0.   1.   0.  -1.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.  -1.
   0.   0.   0.   0.   0.   1.  -1.   0.   0.   0.   0.   0.   1.  -1.
   0.   0.   1.  -1.   0.   1.   0.   0.  -1.   0.   0.   0.  -1.   1.
   0.   1.   0.  -1.   7.   5.   0.   1. -13.   0.  12.   1.   0.   0.
   0.   0.  -5.   1.   4.   0.   0.  -1.   0.   1.  -5.   0.   5.  -1.
  -6.   7.   0. -13.   8.  -8.   4.  -3.   5.  -1. -10.  13.   3.  -3.
   1.  -2.   1.  -2.   5.  -3.  -7.  -1.   8.   2. -10.   0. -14.  10.
  10.  -8.  12.  -9.  -1.  -5.  -3.   8.   1. -10.   1.   5.   2.   0.
   1.   0.  11.]"
233,Projector,[]
234,Projector,[ 1. 12. 11.]
235,Projector,"[26.  8. -1.  1. -1. -1.  0.  1. -1.  0.  0.  1.  0. -1.  1.  0. -1.  0.
  1.  0. -1.  0.  1. -1.  1. -1.  1. -1.  0.  1.  0.  0.]"
236,Projector,"[-10.  16.   0.  -5.   3.   1.   0.   0.  -7.   5.  -2.   4.  -4.   4.
   0.   0.   0.   1.  -1.   0.   0.   0.   0.   0.   0.   0.   0.   1.
  -1.   0.   1.  -1.   0.   0.   0.   0.   0.   0.   1.  -1.   1.  -1.
   0.   0.   0.  -1.   1.  -1.   1.  -1.   1.   0.   0.   1.  -2.   1.
  -1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -1.   0.
   0.   1.  -1.   2.  -1.   0.   0.  -1.   1.   0.   0.   0.  -1.   1.
   0.  -1.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.]"
237,Projector,"[ 11.  -2.   0.   0.   0.   0.   0.  -1.   1.  -1.   0.   0.   0.   1.
  -1.   0.   0.   0.   1.   0.  -1.   1.   0.   0.  -1.   1.  -1.   1.
  -1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -1.   1.   0.
   0.   0.   0.   0.   0.   1.  -1.   1. -21.  11.   9.  -1.   0.   1.
   0.   0.   0.  -1.   1.  -1.   0.   1.  -1.   1.   0.   0.   0.  -1.
   1.   1.  -1.   0.   0.   0. -22.  20.   0.   1.   1.  -1.   1.   0.
  -1.   1.   0.   0.   0.   0.  -1.   1.  -1.   1.   0.   0.   0.   0.
  -1.  -2.   3.   0.  -1.   1.  -9.   7.  -3.   5.   0. -25.  23. -31.
  22.   6.   4.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   1.  -1.]"
238,Projector,[ 3. -1. -5.  2.  4.  0.  0.  0.]
239,Projector,"[ 3.  4. -7.  6.  1.  0. -5.  4. -6.  4.  0. -4.  2.  5.  0. -4.  4.  0.
 -8.  7. -2.  3. -1.  1.  0. -1.  0.  1.]"
240,Projector,"[  0.  -1.   0.   1.  -1.   1.  -1.   0.  -7.   0.   7.   0.  -5.   0.
   6.   0. -29.  22.   6.   1.  -3.   3.  -1.   1.   0.  -1.   1.  -1.
   1.   0.  -1.  -8.   4.   0.  -2.   1.   3. -45.  41.   0.   6.   0.
  -4.   5.]"
241,Projector,"[  0.   0.   0.   0.   0.  -1.  -2.  -3.   6.  -1.   1.   0.  -1.   1.
   0.  -1.   1.   0.   0.   0.   0.  -1.   0.   1.   0.   0.  -1. -50.
  44.   7.   0.   0.  -1.   1.   0.   0.   0.   0. -18.  16.]"
242,Projector,[ 0.  0. -5.  5.  1. -6.  5.]
243,Projector,"[ 32.  -8.   1.  -5.   4.   0.   0.   0.   1.   0.   0. -30. -12.   9.
  25.   3. -12. -18.  32.   3.   0.   0. -54.  41.  10.   3.   0.  -5.
   4.   0.   1.   0.   0.   0.  -1.   0.   0.   0.   1.   0.   0.   0.
  -1.   1.   0. -53.]"
244,Projector,[]
245,Projector,"[ -1.   1.  -1.   0.  14.  28.   4.   0.   0.   0.   0.   0.  -1.   1.
  15. -14.  -1.   0.   0.   1.  -5.   5.   0.  -1.  -3.   3.   1.   0.
   0.  -1.   0.   1.  -5.   3.   0.   1.   1.   0.   0.  -1.  -3.   2.
   3.  -1.   0.   0.   0.  -5.   5.   0.   0.   0.   0.  -1.  -2.   3.
   0.   0.   0. -11.  11.   0.   0.   0. -13.   9.  -2.   1.   4.   1.
   0.   0.  -1.  -3.  -9.  10.  -1.   4.  -1.   1.   0.   0.   0.   0.
   0.   0.   0.   0.   1.  -5.   4.   0.   0.   0.   1.  -1.]"
246,Projector,"[ 18.  -1.   2.  -3.   6.  -3.   3. -12.  10.  -3.   3.   0.   4.  -1.
   1.   0.   0.   0.   0.  -1.   1.  -6.   3.  -5.   2. -13.   6.  -6.
  13.   5.   1.   0.   1.  -1.   0.  -1.   1.  -2.   2.  -4.   4.  -1.
   1.  -8.   8.  -4.   4.   0.   1.  -4.   4.  -1.   0.   0.   0.   1.
  -1.   0.   0.   0.   0.   0.   0.   0.  -5.   5.   0.   0.  -1.   1.
   0.   0.  -1.  15. -52.   4.  33.   1.   0.   0.   1.  -1. -50.  -4.]"
247,Projector,"[  3.   1.   0.  -1.   1.  -1.   1.   0.   0.  -3.   3.   1.  -7.   5.
 -17.  -2.   3.  11.   5.  -3.   4.  -6.   6.   0.  -8.   1.   1. -36.
  33.   0.   6.   3.  -2.   2.   0.   0.   0.  -2.   2.   0.  -1.   1.
 -17.  14.   2.   0.   1.   0.   0.   0.  -1.   0.   1.   0.   1.  -1.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.  -1.   0.   0.]"
248,Projector,[]
249,Projector,[1. 0. 0.]
250,Projector,[ 42. -27. -25.]
251,Projector,"[ -1.  10.  10.  15.  28. -22.   8.   3.  12.   4.  -4.   4.   1.  -8.
 -33.  35.   1.   4.   0.  -4.   5. -22.  21.  -5.   5.  -6.   2.   5.
  -1.   1.  -1.   1.   0.   0.   0.   0.   0.   0.  -3.   3.]"
252,Projector,"[-17.  -7.  35. -25. -16.   1.   0.   0.  -1.   6.  22.  16.   2.   0.
   0.   1.  -1.  -7.  -5.  -1.   2.  -2.   2.  -1.   0.   0.  -1.   1.
  -1.   5.  -4.   0.   0.   0.]"
253,Projector,[0.]
254,Projector,[-16.]
255,Projector,[ 18.   4.  -1.  18.  -8.   0. -23.  26. -30.]
256,Projector,[-1.  4.  3.]
257,Projector,[-4.  0. 20.  6. 32.]
258,Projector,[-10. -33.  29.  11.  -2.]
259,Projector,[14.]
260,Projector,"[ 24.   0.  19.   9.   0.   1.  -1.   1.   0.  -1.   0.   0.   0.  -1.
   0.   1.  -1.   1.   0.   0.   0.   0.   0.  -1.   0.   1.  -1.   1.
  -1.   1.   0.  -1.   0.   1.   0.   0.   0.  -1.  25. -25.   0.   8.
  -7.   0.   0.   0.   0.  -2.   1.   0.   0.   0.   0.   1.  31. -31.
  38.   0.   1.  -1.   0.   4. -42.   0.  -1.   1.  -1.   1.   0.   0.
   0.  -7. -18.  20.]"
261,Projector,[-21.  -1.   0.   4.   4.]
262,Projector,[]
263,Projector,[  0.  24. -21.  -3.  21.   6. -38.  33. -13. -18.  31. -13.   0.   5.]
264,Projector,[]
265,Projector,[ 5. 11. 19. 16.]
266,Projector,"[ 33.  13.   4.  10.   0.  -1.   1.   0.  -1.   0.  12.   0.  -4. -13.
 -26.  20.   7.   1.  -3. -42.  26.  17. -37.  42.   6. -11. -22.  21.
  11. -10.   6.   0.   8. -16.   6.  -2.   3.   8.  -9.   1.  -5.  -1.
 -10.   0.  15.  -1.   0.   1.   0.  -6.   6.   0.  -5.   1.   1.   0.
 -17.  20.  -6.   1.   0.   1.   7.  -3.  -3.  -1.  -1.  -1.   1. -12.
  16.   0.   0.   4.   1.  -1.  -2. -10.   7.   1.   1.   4.   0.   0.
  -4. -27. -37.  39.  19.   4.   3.  -5. -33.  35.   1.   2.  -2.   0.
  -7.   4.  -1.  -8.  18.   3.  -5.   7. -14.   3.  -1.   0.  -1.  -2.
 -36.  40.  -2.   3. -20. -10.  26.   0.   0.  -9.  -1. -13.  20.  -9.
  10.  19. -17.  -1.   0. -25.  40.   3.   0. -17.   0.   2.   3.   4.
   0.  -9.  -1.   3.  -2.   2.  -2.   3.   0.   2.  -9.   7.   0.   1.
  -1.  -4.   4. -29.  25.   3. -11.   5.   3.  -2.   0. -23.   0.   0.
  16. -15.  29.  -5.   5.   0.   0.  -3.  -1.   0.   0.   0. -22.  22.
  -6.  -7.   8.  -4.  13.   0.   0. -15.  10.  -8.  -7.   3.  12.  -1.
 -10.  -8.  20.   0.  -2.   2.   0.   3.  -1.]"
267,Projector,"[ 2.  0.  0. -1. 13.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  1.  0.
 -1.  0.  0.  0.  0.  1.  0. -1.  1. -8.  6.  1.  0.  0.]"
268,Projector,"[ 0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
 -1.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1. -1.  0.  1.  0. -1.  1.  1. -2.  1.  0. -1.  0.  1.  0.
  0.  0. -1.  1.  0.  1. -2.  1. -1.  1.  0.  0.  0.  0. -1.  0.  0.  0.
  0.  0.  1. -1.  0.  0.  0.]"
269,Projector,[ 6. 20. 19.]
270,Projector,"[15.  2.  1.  0.  0.  0.  0. -1.  1.  0.  0. -1.  1.  0. -1.  0.  1.  0.
  0.  0. -1.  0.  1. -1.  0.  1.  0.  0.  0.  0.  0. -1.  0.  0.  0.  1.
  0. -1.  1. -1.  0.  1.  0. -1.  0.  1.  0. -1.  1.  0.  0. -1.  1.  0.
  0.  0. -1.  0.  0.  1. -1.  0.  1.  0.  0.  0.]"
271,Projector,"[-1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.
  0.  0.  0.  1. -1.  1.  0.  0.  0. 11.  2.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  0.  1.  0.  1. -1.  0.  0.  0.  0.  0.  0.  1. -1.  0. -1.  1.
  0.  1. -1.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
 -1.]"
272,Projector,"[ 8.  1. -1.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  1. -1.  1.
 -1.  1. -1.  1. -1.  1. -1.  1. -1.  1.  0.  0. -1.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  0.  1.  1. -1.  0.  1. -1.  0.  1. -1.  0.  0.  1. -1.  0.
  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  1. -1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.
  1. -1.  0.  0.  0.  0.  1.  0. -1.  1. -1.  0.  0.  1. -1.  0. -1.  1.
  0.  0.  0.  1. -1.  0.  1. -1.  1.  0.  0. -1.  0.  0.  0.  0.  1. -1.
  0.  0.  1.  0.  0. -1.  0. -1.  2. -1. -1.  1.  0.  0.  0.  0. -1.  1.
 -1.  0.  2. -2.  0.  1. -1.  0.  1.  0. -1.  1. -1.  1.  0. -1.  1.  0.
 -1.  0.  0.  1. -1.  1. -1.  0.  1. -1.  1. -1.  1.  0. -1.  1. -1.  0.
  1. -1.  0.  1.  0. -1.  1. -1.  1. -1.  0.]"
273,Projector,"[-2. 11.  2. -1.  0.  1. -1.  1.  0. -1.  1.  0.  0. -1.  1. -1.  1. -1.
  1. -1.  1. -1.  0.  1. -2.  1.  0.  0.  1.  0.  0. -1.  1. -1.  0.  0.
  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.]"
274,Projector,[ 2.  0. 12. 14.]
275,Projector,"[ 0. -1.  1.  0.  0.  0. -1.  0.  0.  1.  0. -1.  1.  0. -1.  0.  0.  0.
  0.  0.  1. -1.  1. -1.  1.  0.  0. -1.  1. -1.  1.  0. -1.  0.  0.  0.
  0.  0.  0.  0.  0.  1. -1.  0.  1. -1.  0.  1. -1.  2. 11.]"
276,Projector,[ 0. 39. 15.  1.  1.  0.  1. -1. -4.  2.  2.  0.  0.]
277,Projector,[]
278,Projector,[-13.]
279,Projector,[]
280,Projector,"[  7.  -1.   3.   0.   0.  -6.   8.   3.  -1.   1.  -1.  -5.   4.   1.
   0. -41.  41.   0.   1.  -1. -30.  30. -41.  37.   0.]"
281,Projector,"[  0.   0.   0.   0. -45.  41.   4.   0.   0.   0.   0. -51.   8.   0.
  42.   1.   1. -31.  30. -38.  32.   6.   0.   0.   0.   0.   0.   0.
   0.   0.   0.  -4.   4.   0.   0.   0.   0.   0.   0.   0. -12.  11.
   1.   0.   0.   0.]"
282,Projector,[ 24.   3.  -1.  -2.  -1. -18.  21.  -1. -51.]
283,Projector,[-6.]
284,Projector,"[  0.   0.   0.   1.  -1.   1.  -1.   0.   0.   1.   0.  -1.   1.   0.
   0.   0.   0.  -1.   0.   1.   0.   0.   0.  -1.   1.   0.   0.  -1.
   1. -33.  31.   2.  -1.   1.   0.   0.   0.   0. -41.  40.   1.  -1.
   1.   0.   0.   0.   0.  -1.   1.   0. -14.   5. -10. -10.  -4.  -8.
   2.  39.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.  -1.   1.   0.   0.  -1.   1.  -1.
   2.]"
285,Projector,[]
286,Projector,"[  0.  -1.   0.   1.  -1.   0.   0.   0.   1.   0.   0.   0.   0.  -1.
   0.   0. -41.  38. -13.  17.   0.  -1. -21.  22.]"
287,Projector,[31. 12.]
288,Projector,[]
289,Projector,[  1.  -4. -12.  17.  -4.  15.   2.  -4.  -3.   3. -10.   0.   5.  -4.]
290,Projector,[ 0. -1.  1.]
291,Projector,[ 0. 11.]
292,Projector,"[ -1. -19.   0.  19.   0. -18.  18.   0.  -3.  -1.   5.  -1.   0.   0.
   0.   0.]"
293,Projector,[ 1.  0.  3. -4. 11.]
294,Projector,[  1.  -3. -30.  15.]
295,Projector,[28. -5.  1.  4.  0.  1. -1.  5. -5.  1.  3.  1. -5.  9. -7.  1.]
296,Projector,"[  0.  -1.  14. -15.   1.   0.   0.  -1.   1.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   1.  -1.   0.   1.   0.  -1.   1.  -1.
   0.   0.   0.   0.   0.   0.   0.  -1.   1. -13.   1.  -1.   0.   0.
   0.   0.   0.   1.   0.  -1.   0.   0.   0.   0.   0.   1.  -1.   0.
   1.  -1.   0.  -1.   1.   0.   1.  11. -17.  18.  -1. -42.   0.  36.]"
297,Projector,[32.  5.  4.]
298,Projector,[40. 11.  1.]
299,Projector,[-20.]
300,Projector,[]
301,Projector,[ -8.  -6.  10. -28.  30.]
302,Projector,"[ 19.  -3.  -2. -10.  -7.  17.  -5.   1.  -9.  17.   0.   0.  15.  31.
 -10.   8.   2.]"
303,Projector,"[ -2.  17.  42.   9. -34.   5.   3.  37.   1.  -1.   2.  -9.   7.  -4.
  -3.   7.  -1.   2. -17.]"
304,Projector,[32. 24.]
305,Projector,[20. 10.]
306,Projector,[]
307,Projector,[]
308,Projector,[ -1.   1. -14.  12.  26.  20.   0.]
309,Projector,[]
310,Projector,[ -3.   2.   1. -24. -22.  30.   3.  14.]
311,Projector,[]
312,Projector,[-42.  15.   3.  10.   5.   8.   0.   0.   0.  -9.   9. -18.]
313,Projector,[-34.]
314,Projector,[ 6. -1.  1.  0.  0.  6. 29. 10.]
315,Projector,"[-31.  32.  14. -17.  19.  26.   0.   0.   0.   0. -40.  40.   0.   0.
  -1.   1.   0.  -7.   4.   2.   1.   0.   1.   0.  -1.   0.  -1.   0.
   0. -29.  29.]"
316,Projector,[]
317,Projector,[]
318,Projector,"[  2.  -1.   1.   0.  -1.   0.  13.  28.   4.   1.  -1.   1.  -1.   0.
   0.   1.  -1.   1.   0.   1.  -1.   0.   0.   0.   1.   0.   0.  -2.
   2.  -1.   0.   1.  -1.   0.   0.   0.   1.  -1.   0.   0.   1.  -1.
   0.   0.   0.   0.   0.   0.   0.   0.  -1.   1.   0.   0.   0.   0.
   0.   0.   1.   0.  -1.   0.   0.   0.   0.   0.   0.   1.  -1.   0.
   0.   0.   0.   0.   0.   1.  -1.   1.   0.   0.   0.  -1.   0.   1.
   0.   0.  -1.   0.   0.   0.   1.   0.   0.   0.  -1.   1.   0.  -1.
   1.   0.   0.   0.   0.  -1.   0.   1.   0.   0.  -1.   1.  -1.   1.
   0.  -1.   0.   1.  -1.   0.   0.   0.   0.   1.  -1.   0.   1.  -1.
   0.   0.   0.   0.   0.   1.  -1.   0.   0.   0.   0.   0.   0.   0.
   1.  -1.   0.   0.   1.   0.  -1.   1.  -2.   1.   0.   0.   1.   0.
   0.  -1.   0.   0.  15. -15.   0.   0.   0.   1.  -1.   0.   1.   0.
  -1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0. -45.
  -4.   7.  42. -29.  11.   7. -22.]"
319,Projector,"[ 22.   6.  -8.   4. -16.  30. -20.  -8.  35.   0. -11. -17.  27.   1.
 -25.  13.]"
320,Projector,[]
321,Projector,[21. 12.]
322,Projector,[23.]
323,Projector,[ 0.  0.  5. 30. 10.]
324,Projector,[ -1.  21. -47.   2.]
325,Projector,[21.]
326,Projector,[]
327,Projector,[]
328,Projector,"[  1.   0.  -1.   1.  -1.   1.  26.  19.  -1.   0.   1.  -1.   0.   0.
   1.  -1.   0.   1.  -1.  15. -15.   0.   1.  -1.   0.   0.   0.   0.
   1.   0.   0.   0.   0.   0.   0.  -1.   1.   0.   0.   0.  -1.   0.
   0.   1.   0.  -1.   1.  -1.   1.  -1.   1.   0.  -1.   1.  -1.   0.
   0.   0.   1.   0.   0.   0.   0.   0.  -1.   1.   0.  -1.   1.   0.
   0.   0.   0.   0.   1.   0.  -1.   0.   0.   0.   0.   0.   0.   0.
   0.   0.  -1.   1.  -1.   1.   1.  -1.   1.  -1.   0.  -1.   1.]"
329,Projector,[]
330,Projector,[-11.  38. -12.  24.]
331,Projector,[0.]
332,Projector,[31.]
333,Projector,"[ 0.  1. -1.  0.  0.  0.  0. 23. 23. -1.  1. -1.  1.  0. -1.  0.  1. -1.
  0.  0.  0.]"
334,Projector,[9.]
335,Projector,"[ 1.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.
 -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.
  1. -1. -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1.  1. -1.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1. -1.  1. -1.  1.  0.
  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1. -1.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0. -1.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.
  0. 12.]"
