Unnamed: 0,appliance,footprint
499,Fridge,"[ 1. -1.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  1. -1.  0.  0.
  0.  0.  1. -1.  0.  1. -1.  1. -1.  0.  0.  0.  1. -1.  0.  0.  0.  1.
 -1.  0.  1.  0.  0.  0.  0. -1.  0.  1. -1.  0.  1. -1.  0.  1. -1.  0.
  1.  0. -1.  0.  1.  0. -1.  0.  1.  0. -1.  0.  1. -1.  1.  0. -1.  0.
  0.  1. -1.  1. -1.  1. -1.  0.  1.  0. -1.  1. -1.  1.  0. -1.  1. -1.
  1. -1.  0.  1.  0. -1.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.
  0.  0. -1.  0.  1.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0. -1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.
 -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  1.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.]"
500,Fridge,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  1.
  0.]"
501,Fridge,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  1. -1.  0.  0.  1. -1.
  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  1.
  0. -1.  0.  1. -1.  0.  0.  1.  0.  0. -1.  1. -1.  1. -1.  1.  0.  0.
  0. -1.  1.  0. -1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1.  0.  1.
 -1.  1.  0. -1.  0.  1.  0.  0.  0. -1.  0.  1.  0.  0. -1.  1.  0.  0.
  0.  0.  0.  0.  0.  0. -1.  1.  0.  0. -1.  0.  0.  0.  1. -1.  0.  0.
  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
 -1.  0.  1. -1.  0.  0.  1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1.
  1.]"
502,Fridge,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  1.
  0. -1.  0.  1. -1.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1. -1.  1. -1.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.
  1. -1.  1. -1.  0.  0.  1. -1.  0.  1.  0.  0. -1.  1. -1.  1. -1.  1.
 -1.  0.  0.  0.  0.  0.  0.  1. -1.  1.  0. -1.  0.  1. -1.  1. -1.  1.
 -1.  0.  1.  0. -1.  0.  1. -1.  0.  0.  1. -1.  0.  0.  1.  0. -1.  0.
  0.  0.  1. -1.  0.  1.  0.  0. -1.  0.  1. -1.  1.  0.  0.  0. -1.  0.
  0.  1.  0. -1.  1. -1.  1.  0. -1.  1.  0. -1.  1.  0.  0.  0. -1.  1.
  0. -1.  1. -1.  1.  0.  0. -1.  1.  0. -1.  0.  0.  0.  0.  1. -1.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  1. -1.  0.  1.
  0.  0. -1.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  0.  1.  0. -1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  1.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.]"
503,Fridge,"[ 1. -1.  0.  0.  1. -1.  1. -1.  0.  1. -1.  1.  0.  0.  0.  0.  0.  0.
 -1.  0.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  0.  0.  1.  0.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1.  1.
  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  1. -1.  0.  1.  0. -1.  1.  0.  0.  0.  0.  0. -1.  0.  1.  0.
 -1.  1.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.
 -1.  1.  0.  0.  0. -1.  1.  0. -1.  1. -1.  1.  0.  0.  0.  0.  1. -1.
  0. -1.  0.  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  1.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.]"
504,Fridge,"[ 0.  0. -1.  1. -1.  1. -1.  1.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  1.  0.  0. -1.  1.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.
  1.  0. -1.  0.  1.  0.  0. -1.  0.  1.  0.  0. -1.  0.  1.  0.  0.  0.
 -1.  0.  1.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0. -1.  1.  0.  0.  0.
 -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0. -1.
  1. -1.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0.
  0. -1.  1.  0. -1.  0.  0.  1.  0.  0.  0.  0.  0. -1.  0.  0.  1.  0.
  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
505,Fridge,"[ 1. -1.  1. -1.  1. -1.  0.  1. -1.  1.  0. -1.  1.  0.  0.  0.  0. -1.
  1. -1.  1.  0. -1.  1. -1.  1.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0.  0. -1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  1.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0. -1.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.
  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.]"
506,Fridge,"[ 0.  1. -1.  1.  0.  0.  0.  0. -1.  1.  0.  0.  0. -1.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.
  0.  0.  0.  0.  0. -1.  0.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.  1.  0.  0. -1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0. -1.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.
 -1.  1.  0.  0.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
507,Fridge,"[-1.  1. -1.  0.  0.  1. -1.  1.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0.
  0.  0. -1.  0.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.
  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0. -1.  0.  1.  0.  0.  0.
 -1.  0.  0.  0.  1. -1.  1. -1.  1.  0.  0.  0.  0. -1.  1. -1.  1. -1.
  0.  1. -1.  0.  1. -1.  1.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0. -1.
  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  1.  0.  0.  0. -1.  0.  0.  1.
 -1.  0.  0.  0.  1.  0.  0.  0.  0. -1.  0.  1.  0. -1.  0.  1.  0.  0.
  0. -1.  0.  0.  0.  0.  1. -1.  0.  1. -1.  0.  1.  0.  0.  0.  0.  0.
  0.  0. -1.  1.  0. -1.  0.  0.  1.  0.  0. -1.  0.  1.  0.  0.  0.  0.
  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1.  1.  0.  0.  0.  0.
  0.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.  0.  0.  1. -1.  0.  1. -1.
  0.  1. -1.  0.  1.  0.  0. -1.  1. -1.  1.  0.  0. -1.  1.  0.  0.  0.
 -1.  1. -1.  1.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  1.  0.  0. -1.  1. -1.  1.  0.  0.  0.  0. -1.  0.  1.
 -1.  1.]"
508,Fridge,"[ 0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  1. -1.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  1.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.  1. -1.  1. -1.
  0.  1.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  0.  1.  0.  0.  0. -1.  0.  1. -1.  1.  0. -1.  1.  0.  0.  0.
  0.  0. -1.  1. -1.  0.  1.  0.  0. -1.  0.  1. -1.  0.  1. -1.  1. -1.
  0.  0.  1.  0.  0.  0.  0. -1.  1.  0. -1.  1. -1.  0.  0.  1.  0.  0.
  0.  0. -1.  1.  0. -1.  0.  1. -1.  1.  0. -1.  1.  0. -1.  0.  1.  0.
  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.
  0. -1.  1.  0.  0.  0.  0. -1.  1.  0. -1.  0.  0.  0.  0.  1. -1.  0.
  1.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0. -1.  1.  0.  0. -1.
  1. -1.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0.  0. -1.  1.
  0. -1.  0.  1.  0.  0.  0. -1.  0.  0.  0.  1. -1.  1.  0. -1.  1. -1.
  1.  0.  0.]"
509,Fridge,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  1. -1.  1.
 -1.  0.  0.  0.  0.  1. -1.  1. -1.  0.  0.  0.  0.  1. -1.  0.  1. -1.
  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  1. -1.  1.
 -1.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.
  0.  1. -1.  0.  1.  0.  0.  0. -1.  1. -1.  1. -1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0.  0.  0. -1.  1. -1.  1.  0.
  0.  0. -1.  0.  1.  0.  0. -1.  1.  0.  0. -1.  0.  1. -1.  1.  0.  0.
  0. -1.  0.  0.  0.  0.  1.  0. -1.  1. -1.  1. -1.  1. -1.  0.  1.  0.
  0. -1.  0.  0.  0.  1. -1.  1.  0.  0. -1.  1. -1.  0.  0.  0.  0.  0.
  1. -1.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  1.  0.  0.  0.  0. -1.
  0.  0.  0.  1. -1.  1. -1.  0.  0.  1. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.]"
510,Fridge,"[ 1.  0.  0. -1.  0.  0.  0.  1.  0.  0. -1.  0.  0.  1. -1.  0.  1. -1.
  1.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0. -1.  1.  0.  0. -1.  0.  1.
 -1.  0.  0.  0.  0.  0.  0.  1.  0. -1.  1. -1.  1. -1.  0.  0.  1.  0.
 -1.  1. -1.  0.  0.  1.  0. -1.  0.  1.  0.  0. -1.  0.  0.  0.  1. -1.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0. -1.  0.  1.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.  0.
  1. -1.  1.  0. -1.  1.  0.  0. -1.  1.  0. -1.  1. -1.  1.  0.  0.  0.
  0. -1.  1.  0.  0. -1.  0.  0.  0.  0.  1.  0. -1.  1.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  1.  0. -1.  1. -1.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0. -1.  1.  0.  0.
 -1.  1.  0.  0.  0. -1.  1. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  1. -1.  1.  0.  0.]"
511,Fridge,"[ 1.  0. -1.  0.  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  1.  0. -1.  0.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  1.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  0.  1.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  0.  1.  0. -1.  1.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0. -1.  1.  0.
  0. -1.  1. -1.  1. -1.  0.  1. -1.  1.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.]"
512,Fridge,"[ 1.  0. -1.  0.  0.  0.  0.  0.  0.  1. -1.  1. -1.  0.  0.  0.  1. -1.
  0.  0.  0.  0.  1.  0. -1.  1. -1.  1. -1.  0.  0.  0.  1.  0. -1.  0.
  0.  0.  0.  0.  0.  0.  1. -1.  1.  0.  0. -1.  0.  0.  1. -1.  1.  0.
  0. -1.  1. -1.  0.  0.  1. -1.  0.  0.  0.  0.  1. -1.  0.  1. -1.  0.
  1. -1.  0.  0.  0.  1. -1.  1. -1.  0.  0.  1. -1.  1. -1.  1.  0.  0.
 -1.  0.  0.  1. -1.  1. -1.  0.  1. -1.  1.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0. -1.  1.  0. -1.  1.  0.  0.  0.  0. -1.  1. -1.  0.  0.
  1. -1.  0.  0.  0.  0.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  1.  0.  0. -1.  0.  1.  0.  0. -1.  0.  0.  0.  1.  0.
 -1.  1. -1.  1.  0. -1.  0.  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.
  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.
  0. -1.  1.  2.]"
513,Fridge,"[-1.  1. -1.  0.  1. -1.  1.  0.  0. -1.  1.  0. -1.  1.  0.  0.  0. -1.
  1.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1.  0.
  1.  0.  0.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  1.  0.  0.  0. -1.  1.  0.  0.  0.  0. -1.  0.  1. -1.  1.
  0.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.
 -1.  1. -1.  0.  1. -1.  0.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.
  0.  0.  0.  1.  0.  0.  0. -1.  0.  0.  0.  0.  1. -1.  1. -1.  0.  1.
 -1.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.
  0.  0.  1. -1.  0.  0.  1. -1.  1.  0. -1.  1. -1.  0.  0.  1.  0. -1.
  1. -1.  0.  1.  0. -1.  0.  1. -1.  0.  1. -1.  0.  1. -1.  0.  0.  1.
 -1.  0.  0.  0.  0.  0.  1. -1.  0.  0.  1. -1.  1.  0.  0. -1.  0.  1.
  0.  0.  0.  0. -1.  1.  0.]"
514,Fridge,"[ 1. -1.  0.  0.  0.  0.  1.  0.  0.  0. -1.  0.  0.  1.  0. -1.  0.  1.
  0. -1.  0.  1.  0.  0. -1.  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  1.
 -1.  1.  0. -1.  0.  0.  0.  1.  0. -1.  1.  0. -1.  0.  0.  0.  1.  0.
 -1.  0.  0.  0.  0.  0.  1.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0. -1.
  0.  1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  1.  0.  0.  0.  0.  0.
 -1.  1. -1.  0.  0.  1.  0.  0.  0.  0. -1.  1. -1.  0.  0.  1.  0.  0.
  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0. -1.  1.  0.  0.  0.
  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.
  0.]"
515,Fridge,"[ 0. -1.  0.  1. -1.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  1. -1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.
  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.
  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0. -1.  0.  0.  0.  1.  0.  0.  0.  0.  0. -1.  1.  0.  0. -1.  1.  0.
 -1.  0.  0.  0.  0.  1.  0.  0. -1.  0.  0.  0.  0.  1.  0. -1.  0.  0.
  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  1. -1.  1. -1.  0.  0.  1.  0.
 -1.  1.  0. -1.  1.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0. -1.  1.  0.
 -1.  1.  0. -1.  0.  0.  1.  0.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.]"
516,Fridge,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0. -1.
  1. -1.  1.  0. -1.  0.  0.  1. -1.  1. -1.  0.  1.  0. -1.  1.  0. -1.
  1.  0.  0. -1.  0.  0.  0.  1. -1.  0.  0.  0.  0.  1. -1.  1. -1.  0.
  1. -1.  1. -1.  1.  0. -1.  0.  1. -1.  1. -1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
 -1.  0.  1. -1.  0.  1.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  1.
 -1.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  1. -1.  1.  0. -1.  0.  1.
 -1.  0.  1. -1.  1.  0. -1.  1.  0.  0. -1.  1.  0. -1.  1. -1.  1.  0.
 -1.  1.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0. -1.  0.  1.  0. -1.
  0.  0.  0.  0.  0.  1.  0. -1.  1.  0.  0.  0.  0.  0. -1.  1.  0. -1.
  1.  0.  0. -1.  1.  0.  0.  0.  0. -1.  1. -1.  0.  1. -1.  1.  0. -1.
  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.]"
